record_id_1,record_id_2,true_agent_id_1,true_agent_id_2,is_true_match,similarity_score,pair_key,splink_score,final_score,decision
REC00141,REC00397,e2acc578,245d4931,0,0.7604,REC00141_REC00397,0.0,0.3042,KEEP_SEPARATE
REC00167,REC00268,3a87bc74,0b826893,0,0.6283,REC00167_REC00268,0.0,0.2513,KEEP_SEPARATE
REC00004,REC00005,06093853,06093853,1,0.9157,REC00004_REC00005,0.9729213219516525,0.95,AUTO_MERGE
REC00255,REC00256,470debc5,470debc5,1,0.9707,REC00255_REC00256,0.9999992316688973,0.9883,AUTO_MERGE
REC00258,REC00277,470debc5,f10919eb,0,0.4801,REC00258_REC00277,0.0,0.192,KEEP_SEPARATE
REC00056,REC00264,890a2409,2c1e48e2,0,0.5436,REC00056_REC00264,0.0,0.2174,KEEP_SEPARATE
REC00292,REC00380,5ffcba44,6f644230,0,0.5526,REC00292_REC00380,0.0,0.221,KEEP_SEPARATE
REC00076,REC00078,6a742391,6a742391,1,0.8965,REC00076_REC00078,0.9999999907817941,0.9586,AUTO_MERGE
REC00232,REC00234,3f6e7f67,3f6e7f67,1,0.9714,REC00232_REC00234,0.9999992316688973,0.9886,AUTO_MERGE
REC00110,REC00470,0c424b58,2e3646d3,0,0.8384,REC00110_REC00470,0.0,0.3354,KEEP_SEPARATE
REC00056,REC00408,890a2409,a8d6c0ca,0,0.5465,REC00056_REC00408,0.0,0.2186,KEEP_SEPARATE
REC00016,REC00227,3f5b2c93,7700fe54,0,0.731,REC00016_REC00227,0.0,0.2924,KEEP_SEPARATE
REC00379,REC00500,433daa6f,5a552c1d,0,0.6347,REC00379_REC00500,0.0,0.2539,KEEP_SEPARATE
REC00154,REC00256,b280c279,470debc5,0,0.5927,REC00154_REC00256,0.0,0.2371,KEEP_SEPARATE
REC00038,REC00082,9f3737b4,1976f586,0,0.6502,REC00038_REC00082,0.0,0.2601,KEEP_SEPARATE
REC00019,REC00150,3f5b2c93,652786fd,0,0.8022,REC00019_REC00150,0.0,0.3209,KEEP_SEPARATE
REC00097,REC00286,f86fd551,eb033fe8,0,0.7699,REC00097_REC00286,0.0,0.308,KEEP_SEPARATE
REC00278,REC00389,41c09d34,c7921fb5,0,0.6747,REC00278_REC00389,0.0,0.2699,KEEP_SEPARATE
REC00229,REC00230,7700fe54,7700fe54,1,0.9475,REC00229_REC00230,0.9999992316688973,0.979,AUTO_MERGE
REC00143,REC00343,35dcb509,d1703276,0,0.8587,REC00143_REC00343,0.0,0.3435,KEEP_SEPARATE
REC00012,REC00471,7efcda5f,5b09ff21,0,0.7097,REC00012_REC00471,0.0,0.2839,KEEP_SEPARATE
REC00161,REC00163,1a5a8d11,1a5a8d11,1,0.9751,REC00161_REC00163,0.9999761133654689,0.99,AUTO_MERGE
REC00169,REC00413,3a87bc74,bef634c3,0,0.9476,REC00169_REC00413,0.0,0.379,KEEP_SEPARATE
REC00137,REC00156,9f3ddedd,952022d4,0,0.8205,REC00137_REC00156,0.0,0.3282,KEEP_SEPARATE
REC00223,REC00226,a66dc66f,a66dc66f,1,0.9746,REC00223_REC00226,0.9999992316688973,0.9898,AUTO_MERGE
REC00229,REC00272,7700fe54,497d833b,0,0.8828,REC00229_REC00272,0.0,0.3531,KEEP_SEPARATE
REC00126,REC00145,04d2ce15,35dcb509,0,0.868,REC00126_REC00145,0.0,0.3472,KEEP_SEPARATE
REC00146,REC00275,29927e4a,763c2d0e,0,0.6597,REC00146_REC00275,0.0,0.2639,KEEP_SEPARATE
REC00199,REC00200,2f145e59,2f145e59,1,0.9899,REC00199_REC00200,0.9999992316688973,0.996,AUTO_MERGE
REC00296,REC00297,d0442c5d,2793ecf7,0,0.901,REC00296_REC00297,0.0,0.3604,KEEP_SEPARATE
REC00376,REC00433,1117e12c,012d5306,0,0.7436,REC00376_REC00433,0.0,0.2974,KEEP_SEPARATE
REC00176,REC00289,4268ac48,449b56bf,0,0.476,REC00176_REC00289,0.0,0.1904,KEEP_SEPARATE
REC00255,REC00257,470debc5,470debc5,1,0.9707,REC00255_REC00257,0.9999992316688973,0.9883,AUTO_MERGE
REC00145,REC00498,35dcb509,a40a921a,0,0.7421,REC00145_REC00498,0.0,0.2968,KEEP_SEPARATE
REC00158,REC00264,526f8b59,2c1e48e2,0,0.7571,REC00158_REC00264,0.0,0.3028,KEEP_SEPARATE
REC00057,REC00265,890a2409,2c1e48e2,0,0.4953,REC00057_REC00265,0.0,0.1981,KEEP_SEPARATE
REC00091,REC00399,95685d55,620c3d39,0,0.6257,REC00091_REC00399,0.0,0.2503,KEEP_SEPARATE
REC00259,REC00261,b1917b7f,b1917b7f,1,0.9522,REC00259_REC00261,0.9999992316688973,0.9809,AUTO_MERGE
REC00150,REC00271,652786fd,6f1246e8,0,0.7289,REC00150_REC00271,0.0,0.2916,KEEP_SEPARATE
REC00367,REC00368,f3dc5606,f3dc5606,1,1.0,REC00367_REC00368,0.9999999959030196,1.0,AUTO_MERGE
REC00158,REC00408,526f8b59,a8d6c0ca,0,0.6897,REC00158_REC00408,0.0,0.2759,KEEP_SEPARATE
REC00135,REC00348,862781a0,bbdfca38,0,0.7798,REC00135_REC00348,0.0,0.3119,KEEP_SEPARATE
REC00079,REC00454,09b4f7da,4766ebcf,0,0.7156,REC00079_REC00454,0.0,0.2862,KEEP_SEPARATE
REC00154,REC00257,b280c279,470debc5,0,0.5927,REC00154_REC00257,0.0,0.2371,KEEP_SEPARATE
REC00018,REC00227,3f5b2c93,7700fe54,0,0.7334,REC00018_REC00227,0.0,0.2934,KEEP_SEPARATE
REC00016,REC00018,3f5b2c93,3f5b2c93,1,0.8879,REC00016_REC00018,0.9729213219516525,0.9389,LLM_REVIEW
REC00206,REC00398,9d89a813,62d17edf,0,0.7383,REC00206_REC00398,0.0,0.2953,KEEP_SEPARATE
REC00031,REC00086,93f3392b,56254e57,0,0.7496,REC00031_REC00086,0.0,0.2998,KEEP_SEPARATE
REC00304,REC00305,1e104575,d993836e,0,0.8012,REC00304_REC00305,0.0,0.3205,KEEP_SEPARATE
REC00101,REC00343,6fd09bcc,d1703276,0,0.7916,REC00101_REC00343,0.0,0.3166,KEEP_SEPARATE
REC00052,REC00140,9da901bf,e2acc578,0,0.8071,REC00052_REC00140,0.0,0.3228,KEEP_SEPARATE
REC00236,REC00237,f693dac2,f693dac2,1,0.9887,REC00236_REC00237,0.9999992316688973,0.9955,AUTO_MERGE
REC00167,REC00413,3a87bc74,bef634c3,0,0.9091,REC00167_REC00413,0.0,0.3636,KEEP_SEPARATE
REC00074,REC00417,a370ca94,d61ba053,0,0.6779,REC00074_REC00417,0.0,0.2712,KEEP_SEPARATE
REC00168,REC00398,3a87bc74,62d17edf,0,0.6998,REC00168_REC00398,0.0,0.2799,KEEP_SEPARATE
REC00170,REC00172,5c62f438,5c62f438,1,0.9973,REC00170_REC00172,0.9999761133654689,0.9989,AUTO_MERGE
REC00374,REC00473,b21a78c0,f59e5278,0,0.9815,REC00374_REC00473,0.0,0.3926,KEEP_SEPARATE
REC00184,REC00455,2bfd4d1b,c578d16e,0,0.8341,REC00184_REC00455,0.0,0.3336,KEEP_SEPARATE
REC00267,REC00270,0b826893,0b826893,1,0.9931,REC00267_REC00270,0.9999992316688973,0.9972,AUTO_MERGE
REC00017,REC00227,3f5b2c93,7700fe54,0,0.713,REC00017_REC00227,0.0,0.2852,KEEP_SEPARATE
REC00026,REC00423,9cb8e085,e2b961a9,0,0.6119,REC00026_REC00423,0.0,0.2448,KEEP_SEPARATE
REC00056,REC00265,890a2409,2c1e48e2,0,0.5413,REC00056_REC00265,0.0,0.2165,KEEP_SEPARATE
REC00203,REC00204,9d89a813,9d89a813,1,1.0,REC00203_REC00204,0.9999999672241578,1.0,AUTO_MERGE
REC00151,REC00227,652786fd,7700fe54,0,0.8189,REC00151_REC00227,0.0,0.3276,KEEP_SEPARATE
REC00030,REC00031,93f3392b,93f3392b,1,0.836,REC00030_REC00031,0.9729213219516525,0.9182,LLM_REVIEW
REC00281,REC00375,5601e2e3,8d31fb99,0,0.6877,REC00281_REC00375,0.0,0.2751,KEEP_SEPARATE
REC00098,REC00286,f86fd551,eb033fe8,0,0.772,REC00098_REC00286,0.0,0.3088,KEEP_SEPARATE
REC00282,REC00420,e53b0158,27c3070c,0,0.6248,REC00282_REC00420,0.0,0.2499,KEEP_SEPARATE
REC00110,REC00365,0c424b58,ab5a37f3,0,0.8365,REC00110_REC00365,0.0,0.3346,KEEP_SEPARATE
REC00076,REC00106,6a742391,d4dc737b,0,0.7726,REC00076_REC00106,0.0,0.309,KEEP_SEPARATE
REC00058,REC00158,890a2409,526f8b59,0,0.447,REC00058_REC00158,0.0,0.1788,KEEP_SEPARATE
REC00000,REC00001,a5eaf10f,a5eaf10f,1,0.8822,REC00000_REC00001,0.9729213219516525,0.9366,LLM_REVIEW
REC00296,REC00298,d0442c5d,53ad53f6,0,0.8471,REC00296_REC00298,0.0,0.3388,KEEP_SEPARATE
REC00028,REC00281,93f3392b,5601e2e3,0,0.7656,REC00028_REC00281,0.0,0.3062,KEEP_SEPARATE
REC00284,REC00285,e0e6ff54,53de962b,0,0.7177,REC00284_REC00285,0.0,0.2871,KEEP_SEPARATE
REC00069,REC00368,045e1c8f,f3dc5606,0,0.9408,REC00069_REC00368,0.0,0.3763,KEEP_SEPARATE
REC00021,REC00061,320a2e9c,dc1dfd2b,0,0.7743,REC00021_REC00061,0.0,0.3097,KEEP_SEPARATE
REC00094,REC00352,c633550d,c6fd6583,0,0.9683,REC00094_REC00352,0.0,0.3873,KEEP_SEPARATE
REC00252,REC00253,0536a971,0536a971,1,0.9679,REC00252_REC00253,0.9999992316688973,0.9872,AUTO_MERGE
REC00019,REC00273,3f5b2c93,0d30aa3a,0,0.8036,REC00019_REC00273,0.0,0.3214,KEEP_SEPARATE
REC00019,REC00227,3f5b2c93,7700fe54,0,0.7924,REC00019_REC00227,0.0,0.317,KEEP_SEPARATE
REC00198,REC00443,14a29624,c74d298c,0,0.9082,REC00198_REC00443,0.0,0.3633,KEEP_SEPARATE
REC00281,REC00283,5601e2e3,2664b674,0,0.7775,REC00281_REC00283,0.0,0.311,KEEP_SEPARATE
REC00032,REC00033,c05b71f2,c05b71f2,1,0.7847,REC00032_REC00033,0.9996539833713629,0.9137,LLM_REVIEW
REC00023,REC00061,320a2e9c,dc1dfd2b,0,0.685,REC00023_REC00061,0.0,0.274,KEEP_SEPARATE
REC00289,REC00290,449b56bf,1fb0efd0,0,0.7637,REC00289_REC00290,0.0,0.3055,KEEP_SEPARATE
REC00424,REC00434,2cada1a0,e810e9af,0,0.7766,REC00424_REC00434,0.0,0.3106,KEEP_SEPARATE
REC00416,REC00483,66000e08,7d22ed07,0,0.894,REC00416_REC00483,0.0,0.3576,KEEP_SEPARATE
REC00102,REC00344,6fd09bcc,d1703276,0,0.7848,REC00102_REC00344,0.0,0.3139,KEEP_SEPARATE
REC00087,REC00088,94a2cbb0,94a2cbb0,1,0.8728,REC00087_REC00088,0.9999999959030196,0.9491,LLM_REVIEW
REC00085,REC00086,56254e57,56254e57,1,0.8096,REC00085_REC00086,0.9999998079171136,0.9238,LLM_REVIEW
REC00064,REC00066,427e77e7,427e77e7,1,0.812,REC00064_REC00066,0.9999995678136094,0.9248,LLM_REVIEW
REC00159,REC00264,526f8b59,2c1e48e2,0,0.755,REC00159_REC00264,0.0,0.302,KEEP_SEPARATE
REC00158,REC00265,526f8b59,2c1e48e2,0,0.7542,REC00158_REC00265,0.0,0.3017,KEEP_SEPARATE
REC00243,REC00246,dad98f26,dad98f26,1,0.9938,REC00243_REC00246,0.9999992316688973,0.9975,AUTO_MERGE
REC00430,REC00455,201bddfd,c578d16e,0,0.8619,REC00430_REC00455,0.0,0.3448,KEEP_SEPARATE
REC00159,REC00408,526f8b59,a8d6c0ca,0,0.83,REC00159_REC00408,0.0,0.332,KEEP_SEPARATE
REC00109,REC00470,0c424b58,2e3646d3,0,0.8468,REC00109_REC00470,0.0,0.3387,KEEP_SEPARATE
REC00081,REC00471,09b4f7da,5b09ff21,0,0.705,REC00081_REC00471,0.0,0.282,KEEP_SEPARATE
REC00017,REC00018,3f5b2c93,3f5b2c93,1,0.8093,REC00017_REC00018,0.9996539833713629,0.9235,LLM_REVIEW
REC00257,REC00276,470debc5,9ab83f99,0,0.5372,REC00257_REC00276,0.0,0.2149,KEEP_SEPARATE
REC00025,REC00026,9cb8e085,9cb8e085,1,0.7747,REC00025_REC00026,0.9729213219516525,0.8936,LLM_REVIEW
REC00024,REC00027,9cb8e085,9cb8e085,1,0.7576,REC00024_REC00027,0.9729213219516525,0.8868,LLM_REVIEW
REC00289,REC00409,449b56bf,eb031af7,0,0.3091,REC00289_REC00409,0.0,0.1236,KEEP_SEPARATE
REC00038,REC00083,9f3737b4,1976f586,0,0.6509,REC00038_REC00083,0.0,0.2604,KEEP_SEPARATE
REC00112,REC00256,0bb60a42,470debc5,0,0.5316,REC00112_REC00256,0.0,0.2126,KEEP_SEPARATE
REC00129,REC00130,3270a008,3270a008,1,0.9831,REC00129_REC00130,0.9993190539568642,0.9928,AUTO_MERGE
REC00077,REC00105,6a742391,d4dc737b,0,0.8224,REC00077_REC00105,0.0,0.329,KEEP_SEPARATE
REC00248,REC00250,7278bd49,7278bd49,1,0.9907,REC00248_REC00250,0.9999992316688973,0.9963,AUTO_MERGE
REC00240,REC00242,6faeeebe,6faeeebe,1,0.958,REC00240_REC00242,0.9999992316688973,0.9832,AUTO_MERGE
REC00251,REC00352,0536a971,c6fd6583,0,0.8337,REC00251_REC00352,0.0,0.3335,KEEP_SEPARATE
REC00179,REC00180,ba5fa866,ba5fa866,1,0.9625,REC00179_REC00180,0.9997483924577089,0.9848,AUTO_MERGE
REC00168,REC00413,3a87bc74,bef634c3,0,0.8917,REC00168_REC00413,0.0,0.3567,KEEP_SEPARATE
REC00007,REC00424,06093853,2cada1a0,0,0.6296,REC00007_REC00424,0.0,0.2518,KEEP_SEPARATE
REC00024,REC00025,9cb8e085,9cb8e085,1,0.7995,REC00024_REC00025,0.9729213219516525,0.9036,LLM_REVIEW
REC00168,REC00206,3a87bc74,9d89a813,0,0.8614,REC00168_REC00206,0.0,0.3446,KEEP_SEPARATE
REC00193,REC00194,92a8c207,92a8c207,1,0.9914,REC00193_REC00194,0.9999992316688973,0.9966,AUTO_MERGE
REC00152,REC00255,b280c279,470debc5,0,0.6264,REC00152_REC00255,0.0,0.2506,KEEP_SEPARATE
REC00267,REC00398,0b826893,62d17edf,0,0.8245,REC00267_REC00398,0.0,0.3298,KEEP_SEPARATE
REC00169,REC00269,3a87bc74,0b826893,0,0.661,REC00169_REC00269,0.0,0.2644,KEEP_SEPARATE
REC00398,REC00413,62d17edf,bef634c3,0,0.6484,REC00398_REC00413,0.0,0.2594,KEEP_SEPARATE
REC00037,REC00082,9f3737b4,1976f586,0,0.6085,REC00037_REC00082,0.0,0.2434,KEEP_SEPARATE
REC00051,REC00140,9da901bf,e2acc578,0,0.8175,REC00051_REC00140,0.0,0.327,KEEP_SEPARATE
REC00143,REC00344,35dcb509,d1703276,0,0.8587,REC00143_REC00344,0.0,0.3435,KEEP_SEPARATE
REC00025,REC00423,9cb8e085,e2b961a9,0,0.544,REC00025_REC00423,0.0,0.2176,KEEP_SEPARATE
REC00031,REC00375,93f3392b,8d31fb99,0,0.7835,REC00031_REC00375,0.0,0.3134,KEEP_SEPARATE
REC00264,REC00408,2c1e48e2,a8d6c0ca,0,0.8499,REC00264_REC00408,0.0,0.34,KEEP_SEPARATE
REC00204,REC00398,9d89a813,62d17edf,0,0.7383,REC00204_REC00398,0.0,0.2953,KEEP_SEPARATE
REC00203,REC00270,9d89a813,0b826893,0,0.7876,REC00203_REC00270,0.0,0.315,KEEP_SEPARATE
REC00169,REC00267,3a87bc74,0b826893,0,0.661,REC00169_REC00267,0.0,0.2644,KEEP_SEPARATE
REC00412,REC00496,58591b4d,ed36fda5,0,0.9695,REC00412_REC00496,0.0,0.3878,KEEP_SEPARATE
REC00370,REC00407,8097a272,95a1dd09,0,0.828,REC00370_REC00407,0.0,0.3312,KEEP_SEPARATE
REC00010,REC00194,1505862c,92a8c207,0,0.6771,REC00010_REC00194,0.0,0.2708,KEEP_SEPARATE
REC00086,REC00281,56254e57,5601e2e3,0,0.7163,REC00086_REC00281,0.0,0.2865,KEEP_SEPARATE
REC00067,REC00383,ea291da4,de5aa1be,0,0.7676,REC00067_REC00383,0.0,0.307,KEEP_SEPARATE
REC00454,REC00471,4766ebcf,5b09ff21,0,0.9828,REC00454_REC00471,0.0,0.3931,KEEP_SEPARATE
REC00134,REC00348,862781a0,bbdfca38,0,0.7766,REC00134_REC00348,0.0,0.3106,KEEP_SEPARATE
REC00112,REC00257,0bb60a42,470debc5,0,0.5316,REC00112_REC00257,0.0,0.2126,KEEP_SEPARATE
REC00013,REC00114,7efcda5f,7267e194,0,0.7565,REC00013_REC00114,0.0,0.3026,KEEP_SEPARATE
REC00122,REC00422,5217f2f0,66356026,0,0.7943,REC00122_REC00422,0.0,0.3177,KEEP_SEPARATE
REC00241,REC00242,6faeeebe,6faeeebe,1,0.958,REC00241_REC00242,0.9999992316688973,0.9832,AUTO_MERGE
REC00189,REC00353,3270c37b,0ee9817e,0,0.5405,REC00189_REC00353,0.0,0.2162,KEEP_SEPARATE
REC00159,REC00265,526f8b59,2c1e48e2,0,0.7539,REC00159_REC00265,0.0,0.3016,KEEP_SEPARATE
REC00069,REC00367,045e1c8f,f3dc5606,0,0.9408,REC00069_REC00367,0.0,0.3763,KEEP_SEPARATE
REC00022,REC00023,320a2e9c,320a2e9c,1,0.7655,REC00022_REC00023,0.9729213219516525,0.89,LLM_REVIEW
REC00312,REC00313,299a9266,130982d6,0,0.8339,REC00312_REC00313,0.0,0.3336,KEEP_SEPARATE
REC00156,REC00157,952022d4,952022d4,1,0.9551,REC00156_REC00157,0.9997483924577089,0.9819,AUTO_MERGE
REC00279,REC00280,e11bccae,dbd15e04,0,0.8136,REC00279_REC00280,0.0,0.3254,KEEP_SEPARATE
REC00167,REC00269,3a87bc74,0b826893,0,0.6323,REC00167_REC00269,0.0,0.2529,KEEP_SEPARATE
REC00386,REC00490,1772f5f2,0681d3ab,0,0.7522,REC00386_REC00490,0.0,0.3009,KEEP_SEPARATE
REC00149,REC00150,652786fd,652786fd,1,0.9799,REC00149_REC00150,0.9997483924577089,0.9918,AUTO_MERGE
REC00101,REC00344,6fd09bcc,d1703276,0,0.7916,REC00101_REC00344,0.0,0.3166,KEEP_SEPARATE
REC00337,REC00424,bcad6057,2cada1a0,0,0.7706,REC00337_REC00424,0.0,0.3082,KEEP_SEPARATE
REC00138,REC00155,9f3ddedd,952022d4,0,0.816,REC00138_REC00155,0.0,0.3264,KEEP_SEPARATE
REC00235,REC00373,f693dac2,b21a78c0,0,0.9342,REC00235_REC00373,0.0,0.3737,KEEP_SEPARATE
REC00029,REC00031,93f3392b,93f3392b,1,0.8379,REC00029_REC00031,0.9997457119015476,0.935,LLM_REVIEW
REC00283,REC00420,2664b674,27c3070c,0,0.8116,REC00283_REC00420,0.0,0.3246,KEEP_SEPARATE
REC00099,REC00100,69958d9c,69958d9c,1,0.9904,REC00099_REC00100,0.9993190539568642,0.9958,AUTO_MERGE
REC00211,REC00212,957fe149,957fe149,1,0.9903,REC00211_REC00212,0.9999992316688973,0.9961,AUTO_MERGE
REC00446,REC00449,2a8b3224,040fe1f5,0,0.8433,REC00446_REC00449,0.0,0.3373,KEEP_SEPARATE
REC00028,REC00086,93f3392b,56254e57,0,0.7454,REC00028_REC00086,0.0,0.2982,KEEP_SEPARATE
REC00213,REC00214,957fe149,957fe149,1,0.9626,REC00213_REC00214,0.9999992316688973,0.985,AUTO_MERGE
REC00453,REC00485,0f36950b,ce564ad6,0,0.7854,REC00453_REC00485,0.0,0.3142,KEEP_SEPARATE
REC00167,REC00267,3a87bc74,0b826893,0,0.6323,REC00167_REC00267,0.0,0.2529,KEEP_SEPARATE
REC00085,REC00375,56254e57,8d31fb99,0,0.7258,REC00085_REC00375,0.0,0.2903,KEEP_SEPARATE
REC00016,REC00019,3f5b2c93,3f5b2c93,1,0.8809,REC00016_REC00019,0.0,0.3524,KEEP_SEPARATE
REC00020,REC00061,320a2e9c,dc1dfd2b,0,0.846,REC00020_REC00061,0.0,0.3384,KEEP_SEPARATE
REC00363,REC00364,2505fb80,2505fb80,1,1.0,REC00363_REC00364,0.9999999938545294,1.0,AUTO_MERGE
REC00341,REC00382,1ead61bd,ecb338a9,0,0.8773,REC00341_REC00382,0.0,0.3509,KEEP_SEPARATE
REC00065,REC00066,427e77e7,427e77e7,1,0.8182,REC00065_REC00066,0.9999995678136094,0.9273,LLM_REVIEW
REC00321,REC00322,8a2de09b,aa91e566,0,0.8977,REC00321_REC00322,0.0,0.3591,KEEP_SEPARATE
REC00216,REC00218,dbb0963b,dbb0963b,1,0.9848,REC00216_REC00218,0.9999992316688973,0.9939,AUTO_MERGE
REC00165,REC00166,5fdfe87a,5fdfe87a,1,0.9766,REC00165_REC00166,0.9997483924577089,0.9905,AUTO_MERGE
REC00239,REC00427,6faeeebe,9a1cef10,0,0.7639,REC00239_REC00427,0.0,0.3056,KEEP_SEPARATE
REC00155,REC00157,952022d4,952022d4,1,0.9675,REC00155_REC00157,0.9999761133654689,0.987,AUTO_MERGE
REC00153,REC00277,b280c279,f10919eb,0,0.7121,REC00153_REC00277,0.0,0.2848,KEEP_SEPARATE
REC00145,REC00343,35dcb509,d1703276,0,0.8807,REC00145_REC00343,0.0,0.3523,KEEP_SEPARATE
REC00114,REC00425,7267e194,bd503f5d,0,0.8677,REC00114_REC00425,0.0,0.3471,KEEP_SEPARATE
REC00160,REC00264,526f8b59,2c1e48e2,0,0.7892,REC00160_REC00264,0.0,0.3157,KEEP_SEPARATE
REC00105,REC00106,d4dc737b,d4dc737b,1,0.9895,REC00105_REC00106,0.9993190539568642,0.9954,AUTO_MERGE
REC00264,REC00265,2c1e48e2,2c1e48e2,1,0.9953,REC00264_REC00265,0.9999992316688973,0.9981,AUTO_MERGE
REC00143,REC00357,35dcb509,c6e4d4b4,0,0.6919,REC00143_REC00357,0.0,0.2768,KEEP_SEPARATE
REC00168,REC00169,3a87bc74,3a87bc74,1,0.9211,REC00168_REC00169,0.9997483924577089,0.9683,AUTO_MERGE
REC00138,REC00139,9f3ddedd,9f3ddedd,1,0.977,REC00138_REC00139,0.9997483924577089,0.9906,AUTO_MERGE
REC00326,REC00327,d7b25460,62e85254,0,0.7306,REC00326_REC00327,0.0,0.2922,KEEP_SEPARATE
REC00260,REC00262,b1917b7f,b1917b7f,1,0.9924,REC00260_REC00262,0.9999992316688973,0.997,AUTO_MERGE
REC00238,REC00373,f693dac2,b21a78c0,0,0.9129,REC00238_REC00373,0.0,0.3652,KEEP_SEPARATE
REC00204,REC00413,9d89a813,bef634c3,0,0.7967,REC00204_REC00413,0.0,0.3187,KEEP_SEPARATE
REC00048,REC00261,147086bd,b1917b7f,0,0.8453,REC00048_REC00261,0.0,0.3381,KEEP_SEPARATE
REC00210,REC00440,2fef3194,101c3db2,0,0.7288,REC00210_REC00440,0.0,0.2915,KEEP_SEPARATE
REC00204,REC00206,9d89a813,9d89a813,1,1.0,REC00204_REC00206,0.9999999672241578,1.0,AUTO_MERGE
REC00203,REC00398,9d89a813,62d17edf,0,0.7383,REC00203_REC00398,0.0,0.2953,KEEP_SEPARATE
REC00164,REC00165,5fdfe87a,5fdfe87a,1,0.9662,REC00164_REC00165,0.9997483924577089,0.9863,AUTO_MERGE
REC00051,REC00479,9da901bf,98ae74e1,0,0.7344,REC00051_REC00479,0.0,0.2938,KEEP_SEPARATE
REC00011,REC00108,1505862c,0ca37c4a,0,0.6793,REC00011_REC00108,0.0,0.2717,KEEP_SEPARATE
REC00189,REC00502,3270c37b,234c0d9b,0,0.6739,REC00189_REC00502,0.0,0.2696,KEEP_SEPARATE
REC00128,REC00446,4faa03f8,2a8b3224,0,0.7367,REC00128_REC00446,0.0,0.2947,KEEP_SEPARATE
REC00208,REC00440,2fef3194,101c3db2,0,0.7361,REC00208_REC00440,0.0,0.2944,KEEP_SEPARATE
REC00022,REC00060,320a2e9c,dc1dfd2b,0,0.579,REC00022_REC00060,0.0,0.2316,KEEP_SEPARATE
REC00135,REC00429,862781a0,cef5fc37,0,0.7806,REC00135_REC00429,0.0,0.3122,KEEP_SEPARATE
REC00375,REC00420,8d31fb99,27c3070c,0,0.6814,REC00375_REC00420,0.0,0.2726,KEEP_SEPARATE
REC00052,REC00397,9da901bf,245d4931,0,0.9175,REC00052_REC00397,0.0,0.367,KEEP_SEPARATE
REC00058,REC00266,890a2409,2c1e48e2,0,0.672,REC00058_REC00266,0.0,0.2688,KEEP_SEPARATE
REC00144,REC00145,35dcb509,35dcb509,1,0.9812,REC00144_REC00145,0.9997483924577089,0.9923,AUTO_MERGE
REC00187,REC00418,9a7c5a64,35fa64e8,0,0.7994,REC00187_REC00418,0.0,0.3198,KEEP_SEPARATE
REC00103,REC00459,674ba110,f9b9dcc2,0,0.8461,REC00103_REC00459,0.0,0.3384,KEEP_SEPARATE
REC00426,REC00452,7f159dae,000dacf5,0,0.7828,REC00426_REC00452,0.0,0.3131,KEEP_SEPARATE
REC00173,REC00174,3870904a,3870904a,1,0.9547,REC00173_REC00174,0.9997483924577089,0.9817,AUTO_MERGE
REC00358,REC00498,c6e4d4b4,a40a921a,0,0.8408,REC00358_REC00498,0.0,0.3363,KEEP_SEPARATE
REC00125,REC00126,04d2ce15,04d2ce15,1,0.9889,REC00125_REC00126,0.9993190539568642,0.9952,AUTO_MERGE
REC00137,REC00155,9f3ddedd,952022d4,0,0.816,REC00137_REC00155,0.0,0.3264,KEEP_SEPARATE
REC00222,REC00372,3ab28108,e501dc73,0,0.8816,REC00222_REC00372,0.0,0.3526,KEEP_SEPARATE
REC00244,REC00246,dad98f26,dad98f26,1,1.0,REC00244_REC00246,0.9999999836120786,1.0,AUTO_MERGE
REC00076,REC00105,6a742391,d4dc737b,0,0.7824,REC00076_REC00105,0.0,0.313,KEEP_SEPARATE
REC00228,REC00273,7700fe54,0d30aa3a,0,0.85,REC00228_REC00273,0.0,0.34,KEEP_SEPARATE
REC00200,REC00201,2f145e59,2f145e59,1,0.9899,REC00200_REC00201,0.9999992316688973,0.996,AUTO_MERGE
REC00125,REC00357,04d2ce15,c6e4d4b4,0,0.6966,REC00125_REC00357,0.0,0.2786,KEEP_SEPARATE
REC00251,REC00253,0536a971,0536a971,1,0.9718,REC00251_REC00253,0.9999992316688973,0.9887,AUTO_MERGE
REC00037,REC00038,9f3737b4,9f3737b4,1,0.8333,REC00037_REC00038,0.9996539833713629,0.9331,LLM_REVIEW
REC00037,REC00083,9f3737b4,1976f586,0,0.5925,REC00037_REC00083,0.0,0.237,KEEP_SEPARATE
REC00224,REC00226,a66dc66f,a66dc66f,1,1.0,REC00224_REC00226,0.9999999754181182,1.0,AUTO_MERGE
REC00111,REC00152,0bb60a42,b280c279,0,0.7571,REC00111_REC00152,0.0,0.3028,KEEP_SEPARATE
REC00330,REC00331,dbef38eb,4ffdcfd0,0,0.8843,REC00330_REC00331,0.0,0.3537,KEEP_SEPARATE
REC00168,REC00269,3a87bc74,0b826893,0,0.6162,REC00168_REC00269,0.0,0.2465,KEEP_SEPARATE
REC00017,REC00019,3f5b2c93,3f5b2c93,1,0.837,REC00017_REC00019,0.9997457119015476,0.9346,LLM_REVIEW
REC00149,REC00273,652786fd,0d30aa3a,0,0.6827,REC00149_REC00273,0.0,0.2731,KEEP_SEPARATE
REC00033,REC00378,c05b71f2,d9cc2331,0,0.6614,REC00033_REC00378,0.0,0.2646,KEEP_SEPARATE
